SK_ID_CURR,AMT_INCOME_TOTAL,AMT_CREDIT,DAYS_BIRTH,DAYS_EMPLOYED,TARGET
31,20974.400816559046,289979.3508658495,51.087671232876716,-9.123287671232877,0
32,57784.17276763407,117726.60555814474,20.624657534246577,-4.895890410958904,1
33,29797.54162893099,203247.8095505142,43.15068493150685,-0.6027397260273972,0
34,14134.336065661495,126057.26524270551,28.23013698630137,-9.789041095890411,0
35,42338.173681547836,164956.1591859553,38.85753424657534,-0.3506849315068493,1
36,11687.345250434668,164659.06073524026,42.75616438356165,-1.0273972602739727,0
37,33132.95392507133,186652.1846433073,47.36164383561644,-4.879452054794521,0
38,604.9481418033647,140585.43246523401,45.104109589041094,-0.038356164383561646,0
39,10077.209266523543,196413.02212202438,54.6986301369863,-8.832876712328767,0
40,32952.91853803685,223023.3252240589,45.775342465753425,-9.657534246575343,0
41,41076.99869993116,123404.8433689217,30.057534246575344,-4.7534246575342465,0
42,32570.524217849557,168253.3754985264,41.61643835616438,-7.8493150684931505,0
43,28265.275764176393,327049.60663815116,41.224657534246575,-8.506849315068493,0
44,25483.444566160666,216461.85694329243,51.81917808219178,-6.471232876712329,0
45,7822.170144488591,109112.93979091164,40.172602739726024,-4.758904109589041,0
46,19202.33687407937,129976.70676201062,50.38630136986301,-1.9315068493150684,0
47,23090.418435603187,211295.21226864305,43.64657534246575,-6.104109589041096,0
48,45856.833393283734,205033.30192871188,55.71780821917808,-6.120547945205479,0
49,35154.27434352692,170627.859914956,46.397260273972606,-9.136986301369863,0
50,3554.3976695589918,309665.7478443988,37.013698630136986,-2.4712328767123286,0
51,34861.25954092192,330936.4410434327,46.9013698630137,-9.594520547945205,0
52,24223.76579375525,186780.83200751382,56.61643835616438,-4.213698630136986,1
53,19846.16999541062,243647.84329633694,35.156164383561645,-4.6876712328767125,0
54,39175.14433261302,246158.30856605014,40.56164383561644,-0.6383561643835617,0
55,45464.99283743926,252793.65697387885,48.605479452054794,-8.632876712328768,0
56,43969.20178674298,167995.7339113048,28.235616438356164,-3.841095890410959,0
57,17411.73715166042,296972.46086102683,40.1945205479452,-4.873972602739726,0
58,25361.81436223178,196570.14018827953,42.07123287671233,-8.46027397260274,0
59,34968.95147105346,221099.60405125556,25.884931506849316,-3.0931506849315067,0
60,44633.17690683539,200102.17551141552,48.57260273972603,-5.4520547945205475,0
61,22812.38643232065,193015.69138506206,45.83561643835616,-4.720547945205479,0
62,27215.115350042743,213920.222996893,41.12876712328767,-4.843835616438356,0
63,13404.975389909578,140705.72131032415,47.53150684931507,-3.4876712328767123,1
64,12056.900638789939,101442.34904131753,22.183561643835617,-0.0547945205479452,0
65,42187.88733591297,189330.97619931368,23.95068493150685,-2.2465753424657535,0
66,50343.60042856235,155978.61815383655,37.61369863013699,-0.9232876712328767,0
67,28919.848176294992,227375.183899332,20.052054794520547,-6.093150684931507,0
68,45052.99346838036,221689.50793558246,38.12876712328767,-6.780821917808219,0
69,35424.54037571451,200674.0009848351,40.47671232876712,-2.252054794520548,0
70,20323.203680923136,274078.73952771927,44.81369863013698,-5.493150684931507,0
71,35420.934082626205,199688.61605685152,48.178082191780824,-9.180821917808219,1
72,53070.54849698953,127092.45785270518,44.69315068493151,-6.126027397260274,1
73,29462.60941335073,188817.7879172792,49.76438356164383,-9.75068493150685,0
74,53469.654837210095,258548.3883427505,29.005479452054793,-2.0136986301369864,0
75,0.0,105787.26635197285,23.9013698630137,-5.523287671232877,0
76,42328.53756562836,195298.1836475012,54.347945205479455,-0.5013698630136987,1
77,31305.70602357257,228773.10172794777,25.876712328767123,-2.9123287671232876,0
78,25514.889743011987,332612.11672638915,24.156164383561645,-5.884931506849315,1
79,31376.411648032536,260412.8818463803,27.676712328767124,-5.635616438356164,0
80,186.4662809866095,206630.8191682243,53.893150684931506,-8.515068493150684,0
81,26704.92168243732,226037.96131734736,48.679452054794524,-7.69041095890411,0
82,35356.6885726762,105115.23198575371,50.298630136986304,-3.4684931506849317,0
83,52168.410671122736,147513.8907047019,49.47123287671233,-6.134246575342465,0
84,22225.94672589529,232547.78355553153,59.1945205479452,-7.739726027397261,0
85,17872.595956602185,208058.3698328159,45.96986301369863,-2.021917808219178,1
86,22473.64434623195,214437.05932986963,51.45753424657534,-9.493150684931507,0
87,43731.03176553111,201705.73268386806,48.534246575342465,-5.158904109589041,0
88,34931.266644895266,199745.45512092428,42.81643835616438,-3.802739726027397,0
89,22053.59694349442,205146.53242393988,48.64109589041096,-9.797260273972602,0
90,37699.01149670034,147198.24078675974,46.18356164383562,-4.506849315068493,1
91,31456.163240220605,188553.6513827534,35.465753424657535,-4.041095890410959,0
92,44529.674857993334,137794.76842855793,41.446575342465756,-9.189041095890412,0
93,19469.203591839716,169020.17716308794,32.47945205479452,-9.712328767123287,0
94,25085.067801033478,259795.25046022667,51.87945205479452,-0.6109589041095891,1
95,24118.377703017635,190962.38447512183,34.013698630136986,-4.257534246575342,0
96,8047.275778018222,229791.9737640404,51.9041095890411,-4.306849315068493,0
97,34441.80415596864,205764.7277056275,34.48219178082192,-0.3424657534246575,0
98,33915.82908269834,180755.41665533627,43.057534246575344,-9.005479452054795,1
99,30076.701849636913,149571.56466957883,57.66849315068493,-5.739726027397261,0
100,26481.192999372797,179997.21737953209,45.21643835616438,-6.295890410958904,0
101,8769.438869243786,209158.92229902622,47.15068493150685,-6.210958904109589,1
102,23690.320158519615,229007.672206213,33.85205479452055,-8.01917808219178,0
103,24859.282252098456,206116.8432278643,56.93698630136986,-8.257534246575343,1
104,17965.840961675716,232474.01589728554,41.723287671232875,-0.7863013698630137,0
105,27580.714325009863,123991.4948720147,28.726027397260275,-3.5123287671232877,1
106,36060.762852218075,243333.12787917507,24.18082191780822,-9.183561643835617,0
107,58292.78851815795,143587.18296490234,35.41095890410959,-6.575342465753424,0
108,32618.667192477584,249175.23085790107,41.2,-9.095890410958905,0
109,33863.25586084147,225120.29217064215,30.654794520547945,-1.9479452054794522,0
110,28883.31126350749,106490.52189275168,24.794520547945204,-9.169863013698631,0
111,1218.4317705143767,236848.14120924647,37.31780821917808,-7.3561643835616435,0
112,29602.291868261746,249754.86699164557,37.4986301369863,-9.419178082191781,0
113,30903.453149115398,262893.92301729525,48.26575342465753,-2.6767123287671235,0
114,66948.6316872793,161570.08579469885,21.95068493150685,-2.758904109589041,0
115,27114.58552828316,208970.5421035263,54.863013698630134,-6.2684931506849315,0
116,34523.210135004185,234722.46915243543,55.88493150684931,-1.6904109589041096,0
117,29479.323454421352,236816.34337060395,47.32876712328767,-6.328767123287672,0
118,12469.829435707019,220476.03809314844,22.446575342465753,-7.50958904109589,1
119,47142.34221772531,178668.18782716888,43.62191780821918,-6.079452054794521,1
120,41278.99549030161,249397.18770545739,21.46849315068493,-6.3123287671232875,0
121,41865.47920564571,249690.99834072584,36.205479452054796,-7.646575342465753,0
122,16359.188178078915,192286.08469516988,26.027397260273972,-5.323287671232877,0
123,51041.914664041484,160822.25979794693,49.18904109589041,-0.3561643835616438,0
124,8972.234058115788,163604.8330400928,30.723287671232878,-5.243835616438356,0
125,38802.85640700405,268240.8857666106,37.12054794520548,-7.720547945205479,0
126,62856.834387149676,247533.9192459213,53.054794520547944,-0.6246575342465753,0
127,15141.955123039676,198998.01086399853,37.78082191780822,-8.394520547945206,0
128,21505.534055958422,190041.33962395013,26.80821917808219,-1.3123287671232877,0
129,31494.770476314618,111590.66195721611,45.92602739726028,-3.2575342465753425,0
130,22447.865188257012,195779.9447810954,42.73698630136986,-5.728767123287671,0
131,6740.048534008009,140444.2422722913,46.07123287671233,-8.846575342465753,0
132,31028.44462209041,207949.9738245879,50.56164383561644,-4.668493150684932,1
133,14065.444294108427,259262.36233807204,34.57534246575342,-1.347945205479452,0
134,37103.88645952773,150977.42235137796,26.85753424657534,-1.0876712328767124,1
135,16208.636486492953,211929.3380194017,29.24931506849315,-6.2246575342465755,0
136,53249.01607526309,249888.9881004963,46.62739726027397,-4.723287671232876,0
137,18251.200614956444,211014.76976361257,39.67123287671233,-9.353424657534246,0
138,25169.07725691487,173800.85190748714,55.52876712328767,-4.928767123287671,0
139,42202.758260545044,200519.32026360568,26.2986301369863,-9.104109589041096,1
140,11537.03525349067,247862.43561139383,29.643835616438356,-9.673972602739726,0
141,33411.899019061944,213128.8929948721,25.246575342465754,-8.0,0
142,49607.14131423642,199831.47087198283,32.42739726027397,-3.0904109589041098,0
143,5887.751481581588,257807.1563105813,20.175342465753424,-5.134246575342465,0
144,32769.507877984564,225745.89349752117,40.8027397260274,-0.8602739726027397,0
145,33898.24191372635,139854.87855250266,56.61917808219178,-0.2136986301369863,0
146,41727.34307665966,231570.63309909974,27.104109589041094,-1.6,1
147,11445.73933682877,247477.9377391133,59.00821917808219,-7.531506849315068,0
148,10193.150803735854,138134.1806456256,59.986301369863014,-4.035616438356165,0
149,37829.12348425346,86563.0252066689,28.279452054794522,-4.016438356164383,0
150,34454.77009849779,147903.36656108242,26.476712328767125,-1.452054794520548,0
151,33757.39275518815,194875.01561581925,28.805479452054794,-2.3424657534246576,0
152,35196.72314245463,250489.41725239676,44.6986301369863,-4.901369863013699,1
153,19799.62917632264,155452.39829084356,59.25753424657534,-1.7315068493150685,1
154,33483.80545741505,227756.01333272338,35.70958904109589,-9.03013698630137,0
155,34396.08709948022,55380.94326090941,31.23013698630137,-7.8712328767123285,0
156,19284.72872960448,209015.33601800402,58.45753424657534,-3.8958904109589043,0
157,57986.61766717135,179662.9773057285,47.86027397260274,-9.597260273972603,0
158,37107.49381367681,304929.93908196996,53.03013698630137,-5.328767123287672,1
159,12130.447541960271,105395.68563836727,47.93424657534246,-0.13150684931506848,0
160,39848.30412950744,199274.92585978855,52.89041095890411,-5.589041095890411,0
161,15379.774946590178,105088.93241877944,44.26575342465753,-4.142465753424657,0
162,41806.26905613678,172514.61334187747,54.49041095890411,-1.452054794520548,0
163,47378.93368511106,114942.25171980198,55.38356164383562,-6.942465753424657,0
164,17689.765224724342,315039.4370045414,39.83835616438356,-6.967123287671233,0
165,44450.64193866483,182222.6065969506,40.97808219178082,-5.2465753424657535,0
166,36191.71390404747,189448.52533449914,58.88493150684931,-7.945205479452055,1
167,42330.90239991735,197863.31374473483,23.89041095890411,-9.791780821917808,0
168,58451.89473980921,143386.1603606208,58.90958904109589,-5.421917808219178,1
169,26319.17825995694,252761.93668303877,22.742465753424657,-4.241095890410959,0
170,18693.95753463766,232009.7072743171,54.09315068493151,-3.287671232876712,0
171,16657.28355561715,245896.91813358903,26.616438356164384,-6.145205479452055,0
172,17762.845725518426,139101.9058981855,45.15890410958904,-5.353424657534247,1
173,28843.474358788437,256765.76076220255,44.59452054794521,-6.526027397260274,1
174,35117.279622249654,250992.06396631539,41.11780821917808,-8.972602739726028,0
175,34150.36198995029,188380.34825045912,51.25753424657534,-9.364383561643836,0
176,42407.74873554036,244751.0537771782,36.49041095890411,-5.863013698630137,0
177,30195.028378168605,213633.58116471436,30.23013698630137,-5.027397260273973,0
178,51803.01115735975,120300.02339295123,46.16986301369863,-2.723287671232877,0
179,26030.14750143066,190859.70490439798,59.55068493150685,-7.764383561643836,0
180,70802.53749884429,175924.49811101763,24.64109589041096,-9.378082191780821,0
181,39385.01021647509,204270.96440239472,47.92876712328767,-0.7013698630136986,0
182,17142.636653755762,251056.3143866654,54.10958904109589,-4.032876712328767,0
183,13936.612529083315,117932.93322347272,42.06849315068493,-5.298630136986302,0
184,37237.08622864778,177821.10459797818,40.80821917808219,-2.6356164383561644,0
185,26648.058220112238,158908.128351933,43.04657534246575,-2.5643835616438357,0
186,40710.007411381375,161055.43473446468,51.83287671232877,-9.30958904109589,0
187,37098.56436860317,158844.54755832162,39.70958904109589,-4.109589041095891,0
188,28907.566310146907,203408.51777402186,41.37808219178082,-0.26301369863013696,0
189,17298.094228973925,226158.77264186696,57.23013698630137,-4.7835616438356166,0
190,7277.291629712032,217416.24794447626,29.317808219178083,-0.26575342465753427,0
191,23302.275718994686,209283.41037795783,50.29041095890411,-0.7452054794520548,1
192,42845.981914852084,231087.22439128216,31.18082191780822,-6.6,0
193,33211.40616195306,319016.30667551944,22.517808219178082,-0.9287671232876712,1
194,11313.918319320179,206794.57071569437,48.04931506849315,-0.9397260273972603,1
195,32597.713887767728,251056.9201406637,23.695890410958903,-8.953424657534246,0
196,35779.76069593255,248209.17172855936,35.75616438356165,-6.06027397260274,0
197,16742.138456983004,288889.7081515308,35.31506849315068,-3.263013698630137,0
198,32305.876589182917,228025.9432475036,33.05205479452055,-3.0657534246575344,0
199,30873.13077669,157784.1909513033,48.66301369863014,-4.347945205479452,0
200,12855.445532540652,215244.09605109392,34.43561643835616,-2.33972602739726,0
201,35366.81040522425,212556.93717087738,26.66849315068493,-5.564383561643836,0
202,38411.76789552352,240759.1304393888,51.30958904109589,-5.419178082191781,0
203,46245.76864762916,156330.16652502894,25.583561643835615,-7.109589041095891,0
204,45807.03078052354,263316.05369798094,49.202739726027396,-5.824657534246575,0
205,9334.959480643633,200261.857457006,58.93972602739726,-5.616438356164384,0
206,15932.624401273159,241968.9626965866,34.42191780821918,-4.213698630136986,0
207,37725.529008129895,215483.65790368165,55.772602739726025,-9.035616438356165,0
208,37706.78926368313,206129.5389160001,34.35342465753425,-7.131506849315069,0
209,37725.715294590715,211692.82052418852,54.95068493150685,-2.712328767123288,0
210,87790.97235982082,233599.60056906115,23.268493150684932,-8.76986301369863,0
211,38563.35766039751,297932.73970357096,46.602739726027394,-9.342465753424657,0
212,47033.48460270898,99131.13075855229,26.5013698630137,-9.043835616438356,0
213,44310.02645239804,227000.14744620275,31.284931506849315,-0.20273972602739726,0
214,39770.868769586974,202198.38980003734,21.991780821917807,-5.287671232876712,0
215,25270.961330394814,191144.67163976977,37.92602739726028,-6.550684931506849,1
216,41384.53830739901,81836.0888436233,21.008219178082193,-5.928767123287671,0
217,18407.621781936425,229010.38406275088,24.186301369863013,-4.295890410958904,0
218,26447.72089889987,193751.4681559343,29.208219178082192,-5.931506849315069,1
219,22719.546782563448,158278.57661618135,31.35890410958904,-0.1917808219178082,0
220,31228.11209079484,202123.99863587425,51.227397260273975,-9.682191780821919,0
221,64719.87850010263,185360.488446756,25.194520547945206,-4.912328767123288,0
222,1991.0221111237806,112880.3416490921,29.96712328767123,-1.5808219178082192,0
223,40293.9028556177,204409.23595790626,32.961643835616435,-1.6465753424657534,0
224,5809.2619321552265,229003.6764850007,54.33698630136986,-8.70958904109589,1
225,22921.022013158497,172538.32926596366,52.320547945205476,-5.487671232876712,0
226,46334.25895451049,213085.64163425617,27.13972602739726,-5.980821917808219,1
227,30964.20028643194,205405.5987280082,59.49589041095891,-0.36712328767123287,0
228,13833.828331060407,252274.6111285388,30.136986301369863,-6.2684931506849315,1
229,19270.444361100475,194815.3803165663,48.635616438356166,-2.293150684931507,0
230,40193.96623402014,240054.5919580115,25.156164383561645,-0.10684931506849316,0
231,19044.50052424295,184332.3622090571,48.35068493150685,-2.915068493150685,0
232,33246.878843729624,298366.0980747594,33.12602739726027,-1.2027397260273973,0
233,30683.577598557207,178157.92006800562,47.057534246575344,-2.5315068493150683,1
234,20225.994785912742,165750.04378338493,55.0027397260274,-1.7698630136986302,0
235,62159.16133987988,194975.39402780312,29.350684931506848,-5.221917808219178,0
236,39508.78533477017,163599.05472447135,44.846575342465755,-8.46027397260274,0
237,0.0,137567.17830530828,21.161643835616438,-8.098630136986301,0
238,32796.814721541414,236380.11771289376,42.342465753424655,-4.265753424657534,0
239,20073.203028474178,46867.56431576508,54.61095890410959,-4.353424657534247,0
240,42786.50002194336,164123.33220003027,46.367123287671234,-7.934246575342466,0
241,18112.18892350949,132911.80427241235,25.616438356164384,-2.03013698630137,0
242,28278.953377996513,207108.4700096931,54.032876712328765,-9.756164383561643,0
243,37574.80918470686,90544.21651343994,58.89041095890411,-4.654794520547945,0
244,42986.327912551824,227392.54224724602,34.83013698630137,-0.8657534246575342,0
245,11995.553894163357,232804.49634137613,43.99178082191781,-5.904109589041096,0
246,24982.481462385775,118369.09773824626,22.43013698630137,-8.131506849315068,0
247,22875.82033258566,209530.1351416459,59.794520547945204,-7.720547945205479,0
248,20200.06151139432,225802.96419100979,30.295890410958904,-3.282191780821918,0
249,56481.813604216455,247015.0187208094,55.21643835616438,-9.405479452054795,1
250,36074.725664414334,126553.53316917692,35.487671232876714,-5.361643835616438,0
251,11086.740684974324,119520.26787483777,36.824657534246576,-6.515068493150685,0
252,43767.92920582164,275132.4610835046,23.671232876712327,-5.723287671232876,1
253,61832.342955189495,158905.51473401903,32.36164383561644,-7.4301369863013695,1
254,45486.97890826721,173629.7912495723,23.076712328767123,-6.2246575342465755,1
255,7209.4505106898,231654.7261876439,39.29041095890411,-3.5232876712328767,1
256,22736.48890700623,141539.94883652593,33.07671232876712,-0.7424657534246575,0
257,49003.66723779934,186707.5293456937,21.756164383561643,-4.586301369863014,0
258,19384.958015718286,244587.2146376529,51.512328767123286,-4.66027397260274,0
259,36657.291422193426,128944.88913287394,34.73972602739726,-9.898630136986302,0
260,41619.510801440054,174999.78353022455,39.61095890410959,-9.238356164383562,0
261,16096.042926328755,143663.81900054525,33.64657534246575,-0.43561643835616437,0
262,29107.119659073,161303.22905541322,58.276712328767125,-8.745205479452055,1
263,0.0,259282.4290065336,25.92876712328767,-7.761643835616439,1
264,14634.185379985653,270253.1816983034,47.47671232876712,-5.931506849315069,0
265,26211.477729102597,212891.70647127315,27.621917808219177,-8.567123287671233,0
266,11283.252270527257,226610.48423137362,46.42191780821918,-9.219178082191782,0
267,54486.16955897453,225242.7450617046,37.16438356164384,-4.526027397260274,0
268,8547.87933059051,166383.20119554107,41.463013698630135,-5.295890410958904,0
269,23399.332699545244,211907.52520917548,37.26575342465753,-5.33972602739726,0
270,31961.10865929137,135234.58049297033,54.156164383561645,-5.846575342465753,0
271,51619.099335991734,152071.52550426906,27.747945205479454,-5.109589041095891,0
272,8462.06773230841,195659.9226794614,20.364383561643837,-5.2,0
273,47447.45628232439,146951.45031763194,51.11232876712329,-4.208219178082191,0
274,30153.495915293806,136363.64584154007,55.66027397260274,-5.0849315068493155,0
275,15277.370234280736,164405.10862715257,40.054794520547944,-6.608219178082192,0
276,36931.55211394906,257316.68625959475,44.73972602739726,-9.876712328767123,0
277,32985.895433602054,277856.9576946858,53.69315068493151,-6.6438356164383565,1
278,20996.74684261808,198371.9986522868,48.227397260273975,-2.2164383561643834,0
279,31047.031274850284,229109.94622724093,31.03287671232877,-5.6219178082191785,0
280,24220.296047073596,171825.29389276306,48.28767123287671,-5.879452054794521,1
281,31702.76017876872,96717.66033902249,41.224657534246575,-1.5068493150684932,0
282,39931.9601178157,155323.87596824722,48.6,-8.8,0
283,53790.252242180286,184582.79836628996,26.10958904109589,-3.7150684931506848,0
284,11432.767517597265,207048.46409997327,35.986301369863014,-2.4602739726027396,0
285,61995.500619843995,194951.19475409074,35.89041095890411,-0.3041095890410959,0
286,718.6830071624718,185917.71927412666,30.76164383561644,-2.791780821917808,0
287,27723.22357446625,171268.3483997255,58.12602739726027,-8.315068493150685,1
288,38824.75809726865,217193.12723561324,24.572602739726026,-5.534246575342466,0
289,34214.87801602549,131805.41108131805,37.54794520547945,-4.041095890410959,0
290,20659.507202691093,240103.1355665744,37.56712328767123,-8.07945205479452,0
291,26878.166244640874,170682.45556167982,20.065753424657533,-5.578082191780822,0
292,22604.985980117508,303354.9126346973,43.52602739726027,-6.846575342465753,0
293,21159.52864583683,184234.22301201418,45.443835616438356,-7.69041095890411,0
294,42744.03145531537,175991.213831331,49.69041095890411,-1.9616438356164383,0
295,35355.23228947571,171865.69054455476,49.11232876712329,-9.860273972602739,0
296,19606.356071090187,176489.86953889346,54.35342465753425,-6.306849315068493,1
297,43493.99813149876,230361.40292123661,51.76164383561644,-7.227397260273973,0
298,34609.49281314914,197886.18993047642,49.728767123287675,-1.1534246575342466,0
299,42192.931782584405,249354.08329807463,33.205479452054796,-9.38082191780822,1
300,39444.432628854185,223221.07334668897,28.58082191780822,-3.191780821917808,0
301,17565.07483616892,201574.62297419755,54.09315068493151,-6.5479452054794525,1
302,21597.284397045456,218647.7167799329,50.42465753424658,-8.416438356164383,1
303,41209.40407684893,259817.34440818604,42.728767123287675,-7.846575342465753,0
304,39155.55398150197,232834.79815254977,54.68767123287671,-1.3972602739726028,0
305,29686.476090537777,214027.8496720273,45.1013698630137,-1.2,1
306,31759.91074963173,221137.12775042962,33.104109589041094,-1.3972602739726028,0
307,49164.973436826374,142365.758217409,27.04931506849315,-3.580821917808219,0
308,21126.42916746255,328584.80931274814,22.04931506849315,-3.1506849315068495,0
309,38206.460717550566,226406.28603155722,36.74520547945205,-9.35068493150685,0
310,26967.11021349159,231395.73462775018,36.4,-3.7616438356164386,0
311,26734.781951591696,198565.380597769,28.10958904109589,-0.9315068493150684,0
312,46481.65277980785,85121.59481577737,53.4986301369863,-5.756164383561644,0
313,42381.245234820446,186732.82073679703,25.720547945205478,-0.13972602739726028,0
314,42202.644540009576,203797.35680306578,58.12054794520548,-4.213698630136986,0
315,49582.18210731493,158858.108905691,42.320547945205476,-9.273972602739725,1
316,30315.057624491386,158422.33959329303,37.37534246575343,-4.7835616438356166,0
317,40229.294569424455,183037.4018720358,31.553424657534247,-9.01917808219178,0
318,25345.99865109816,238576.4421774024,50.397260273972606,-5.394520547945206,0
319,34862.49528732663,262787.71375204093,57.58904109589041,-8.73150684931507,1
320,28047.85418448473,208548.1477469846,20.994520547945207,-3.4027397260273973,0
321,31454.939474890773,171631.06370495312,43.1013698630137,-5.493150684931507,0
322,38927.3553815537,181880.7729927111,39.14246575342466,-2.473972602739726,0
323,17726.689751497914,204976.7001130022,41.62739726027397,-1.0273972602739727,0
324,61385.8091352819,210901.50621712705,53.895890410958906,-5.049315068493151,0
325,14909.73927750447,221747.95930870494,26.07123287671233,-8.70958904109589,1
326,11787.170808184019,178032.00580417662,55.25479452054795,-3.8657534246575342,0
327,47371.663102501014,226464.55662523996,28.186301369863013,-3.175342465753425,0
328,41874.94040944404,222511.8617379172,36.35342465753425,-4.86027397260274,1
329,39361.79725578232,180245.36217304418,26.964383561643835,-7.035616438356165,0
330,39425.1826389642,114025.44888785046,35.52876712328767,-3.7315068493150685,0
331,29816.29840729628,155753.165923403,46.342465753424655,-3.3643835616438356,0
332,16541.184427712527,278379.76630637015,44.131506849315066,-4.8493150684931505,0
333,31137.068372905895,115321.42034757552,59.71506849315068,-8.780821917808218,0
334,19842.574327318325,265876.11209866113,31.93972602739726,-9.29041095890411,0
335,44626.796001266266,113570.95499835427,43.80821917808219,-0.4684931506849315,0
336,27794.13927746792,161342.48864552594,33.49041095890411,-1.3945205479452054,0
337,17617.54204811233,181264.0506877391,41.90958904109589,-2.7013698630136984,0
338,25179.212375205097,289115.15414765535,22.28767123287671,-6.476712328767123,1
339,36193.97181413436,201306.54788500903,30.747945205479454,-2.989041095890411,0
340,21544.13170794038,189299.74196191516,27.21917808219178,-3.504109589041096,0
341,17666.69406650353,153232.69833864967,34.06849315068493,-8.852054794520548,0
342,33655.30817237868,226098.04733779584,50.13972602739726,-1.9753424657534246,0
343,33674.49856663084,174364.07777145144,28.638356164383563,-0.23835616438356164,1
344,22395.852369433054,188549.80537782153,28.947945205479453,-7.112328767123287,0
345,22934.425415725156,182082.2747507394,49.726027397260275,-8.210958904109589,0
346,33480.74906036454,235993.10872929398,57.5972602739726,-6.747945205479452,0
347,8278.734877540137,238089.37762402926,33.97260273972603,-8.775342465753425,0
348,8888.043384351673,155480.57569178322,37.55068493150685,-0.9178082191780822,0
349,19223.33668121346,168637.10042963907,33.97260273972603,-7.956164383561644,0
350,26798.29272432229,163706.06873279446,33.484931506849314,-1.4657534246575343,0
351,34663.61348397007,209167.60188770416,58.652054794520545,-2.315068493150685,1
352,52130.34325424328,245334.74262291112,43.49041095890411,-2.0986301369863014,1
353,42864.89434803029,209833.26630450517,27.208219178082192,-9.443835616438356,0
354,27600.922050548594,90467.61527536587,36.01917808219178,-0.536986301369863,0
355,29714.756881459667,237987.65931334766,51.23287671232877,-8.063013698630137,0
356,14962.059530432867,132550.45660564452,47.53150684931507,-7.816438356164384,0
357,29722.30296011415,164237.980477302,34.271232876712325,-3.3753424657534246,0
358,25670.120416197926,209921.56825252104,56.05205479452055,-0.9808219178082191,0
359,34840.778405071345,195805.70713820535,41.24657534246575,-8.169863013698631,0
360,17591.535846715156,243636.76003470639,40.134246575342466,-5.46027397260274,0
361,37790.197713617585,169462.36838505362,33.553424657534244,-3.1041095890410957,0
362,52991.083695038666,151669.3108554979,31.172602739726027,-8.178082191780822,0
363,28368.597773147136,184417.8637457125,49.33424657534247,-8.715068493150685,0
364,36025.67583148412,248850.9667821407,21.643835616438356,-7.720547945205479,0
365,40352.159875666686,231483.6435541077,58.62739726027397,-8.334246575342465,0
366,23981.692921712456,204357.40039612085,35.25753424657534,-0.07671232876712329,0
367,33361.38722715625,266298.15940014285,39.586301369863016,-5.873972602739726,1
368,30188.88601172692,257242.81214025785,26.84931506849315,-6.073972602739726,0
369,31465.141478232475,239424.1118071383,21.843835616438355,-7.632876712328767,0
370,18404.853242168003,141100.8088325708,27.156164383561645,-9.753424657534246,0
371,30367.65261388414,239161.95186539355,34.26301369863014,-3.1424657534246574,1
372,37469.974368681746,189882.08767709104,44.63835616438356,-7.432876712328767,0
373,51767.15411692562,180252.78846454577,30.454794520547946,-1.4493150684931506,0
